sno,procedure_name,speciality,tier,facility,ward,cghs_code,rate
1342,"Level 2- Brachytherapy (Simple ICA with Xray based 2D planning, ILRT, Endobilliary BCT)",Radiotherapy,TIER I,NABH,GENERAL WARD,RT002,10000.0
1343,Level 2- Radiation Therapy(More than 10 fractions on Cobalt OR Upto 10 fractions on LA clinical (without CT or TPS planning) without IGRT OR Hemibody palliative RT (1-2 fractions weekly)),Radiotherapy,TIER I,NABH,GENERAL WARD,RT007,28000.0
1344,"Level 3- Brachytherapy(Surface Mould, Radical Interstitial BCT, Intraoperative Template or interstitial brachytherapy catheter insertion)",Radiotherapy,TIER I,NABH,GENERAL WARD,RT003,25000.0
1345,Level 3- Radiation Therapy (LA 3D with conventional fractionation of,Radiotherapy,TIER,NABH,GENERAL,RT008,50000.0
1346,Level 4- Brachytherapy (ICA with CT based Planning),Radiotherapy,TIER I,NABH,GENERAL WARD,RT004,30000.0
1347,Level 4- Radiation therapy (LA 3D with IGRT conventional fractionation,Radiotherapy,TIER,NABH,GENERAL,RT009,63000.0
1348,Level 5- Brachytherapy (Complex ICA with interstitial with CT or MR based planning),Radiotherapy,TIER I,NABH,GENERAL WARD,RT005,40000.0
1349,Level 5- Radiation Therapy (LA IMRT/ Rapid Arc/VMAT with < 5Gy per,Radiotherapy,TIER,NABH,GENERAL,RT010,150000.0
1350,Level 6- Radiation Therapy (LA 4D/DE or DIBH with 3D CRT/ IMRT/,Radiotherapy,TIER,NABH,GENERAL,RT011,180000.0
1351,Lid Abscess incision and Drainage per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP111,5000.0
1352,Lid retraction repair per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP046,8500.0
1353,Limited Orthodontic Treatment of the Primary Dentition,Dental Procedure,TIER I,NABH,GENERAL WARD,DP054,5000.0
1354,"Lineage specific Chimerism - B Cell, T Cell and NK Cells",Oncology Investigations,TIER I,NABH,GENERAL WARD,CA099,7200.0
1355,Lintas Machles Tube Tempode,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG045,6000.0
1356,Lipi View Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI031,1500.0
1357,Lipi View One Eye,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI030,900.0
1358,"Lipid Profile (Total cholesterol ,Triglycerides, LDL, HDL,VLDL)",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB125,490.0
1359,Lipoprotein A / Lp A,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB132,400.0
1360,Liquid Biopsy (Onco),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA100,30000.0
1361,Lithium,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB114,350.0
1362,Liver Biopsy,Biopsies,TIER I,NABH,GENERAL WARD,BY008,8500.0
1363,Liver Function Test (LFT),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB124,500.0
1364,Lobectomy/Bi-lobectomy (Pulmonary) (TMH - Thoracic & Paediatric) (G4S74),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH273,22500.0
1365,Local Flap Reconstruction (Extremity) (TMH - Plastic & Reconstructive) (G3S118),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH195,18000.0
1366,Loop Colostomy Transverse Sigmoid,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG064,40850.0
1367,Low Density Lipoprotein (LDL),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB135,150.0
1368,Lower GI Endoscopy(Colonoscopy/Sigmoidoscopy) with or without Biopsy,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG002,6000.0
1369,Lumbar Discectomy,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS032,59850.0
1370,Lumbar Pressure Monitoring,Neuro-Surgery Investigation,TIER I,NABH,GENERAL WARD,NS001,9200.0
1371,Lumbar Puncture Neuro-Surgery Procedure,,TIER I,NABH,GENERAL WARD,NS064,3000.0
1372,Lumbar Traction (per session),Physiotherapy,TIER I,NABH,GENERAL WARD,PT002,300.0
1373,Lumbar disc arthroplasty,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS048,50350.0
1374,Lung Basic Panel By NGS,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA101,30000.0
1375,Lung Perfusion Scan,Pulmonology Investigation,TIER I,NABH,GENERAL WARD,PI003,5000.0
1376,Lung Ventilation & Perfusion Scan (V/Q Scan),Pulmonology Investigation,TIER I,NABH,GENERAL WARD,PI002,6000.0
1377,Lung Wedge Resection (TMH - Thoracic & Paediatric) (G3S84),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH161,18000.0
1378,Luteinizing hormone (LH),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB162,400.0
1379,Lymph Node Biopsy - Superficial (TMH - Thoracic & Paediatric) (G1S17),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH017,4500.0
1380,Lymphangiography,Cardiology,TIER,NABH,GENERAL,CI012,5000.0
1381,Lymphocoele Drainage (TMH - Genitourinary / Gynaecology) (G3S109),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH186,18000.0
1382,Lymphoma Panel,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA102,6970.0
1383,Lymphoplasmacytic Leukemia / Waldenstroms Macroglobulinemia Mutation (MYD88 L265P) Detection,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA103,3490.0
1384,MDS Panel,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA104,6970.0
1385,MECOM (EVI1) rearrangement: inv(3)(q21.3q26.2)/t(3;3),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA105,4690.0
1386,MGMT PCR,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA106,8140.0
1387,MLPA per gene,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA109,4000.0
1388,MPN (Myelo Proliferative Neoplasm)PANEL,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA112,12000.0
1389,MR Enteroclysis,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI141,5000.0
1390,MR Temporal Bone/ Inner ear with contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI122,5000.0
1391,MR cholecysto-pancreatography (MRCP),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI139,8500.0
1392,MR for Salivary Glands with Sialography/Maxillofacial MRI,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI095,5000.0
1393,MRI Abdomen - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI125,5750.0
1394,MRI Abdomen - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI124,3500.0
1395,MRI Angiography - with contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI140,5750.0
1396,MRI Ankle Single joint - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI110,3500.0
1397,MRI Ankle both joints - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI112,6500.0
1398,MRI Ankle both joints - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI113,3500.0
1399,MRI Ankle single joint - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI111,5000.0
1400,MRI Breast - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI127,5000.0
1401,MRI Breast - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI128,3500.0
1402,MRI Cardiac,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI011,8000.0
1403,MRI Cervical/ Cervico Dorsal Spine - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI133,5000.0
1404,MRI Chest - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI131,5000.0
1405,MRI Chest - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI130,3500.0
1406,MRI DEFECOGRAPHY,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI142,7000.0
1407,MRI Dorsal/ Dorso Lumbar Spine - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI135,5000.0
1408,MRI Dorsal/ Dorso Lumbar Spine/Cervical/ Cervico Dorsal Spine - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI134,3500.0
1409,MRI Extremities - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI118,5750.0
1410,MRI Extremities - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI119,3500.0
1411,MRI FISTULOGRAM,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI143,4500.0
1412,MRI Head / Brain - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI089,2750.0
1413,MRI Head / Brain- With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI090,5000.0
1414,MRI Hip - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI114,5000.0
1415,MRI Hip - without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI115,3500.0
1416,MRI Lumbar/ Lumbo-Sacral Spine - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI137,5750.0
1417,MRI Lumbar/ Lumbo-Sacral Spine - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI136,3500.0
1418,MRI Mammography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI061,5000.0
1419,MRI Nasopharynx and PNS - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI094,5000.0
1420,MRI Nasopharynx and PNS - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI093,3500.0
1421,MRI Neck - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI096,3500.0
1422,MRI Neck- with contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI097,5750.0
1423,MRI Orbits - With Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI092,5000.0
1424,MRI Orbits - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI091,1870.0
1425,MRI Pelvis - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI116,3500.0
1426,MRI Pelvis - with contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI117,5750.0
1427,MRI SPECTROSCOPY,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI144,3000.0
1428,MRI Shoulder - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI099,5000.0
1429,MRI Shoulder - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI098,3500.0
1430,MRI Shoulder both joints - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI101,6000.0
1431,MRI Temporal Bone/ Inner ear without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI123,3500.0
1432,MRI Temporomandibular - B/L - With contrast / MRI TMJ (Double Joint) with contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI120,5000.0
1433,MRI Temporomandibular - B/L - Without contrast / MRI -TMJ(Double Joint) without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI121,3500.0
1434,MRI Whole spine - Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI132,4400.0
1435,MRI Wrist Both joints - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI105,5750.0
1436,MRI Wrist Single joint - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI103,5000.0
1437,MRI Wrist Single joint - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI102,3300.0
1438,MRI Wrist both joints - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI104,4000.0
1439,MRI knee Single joint - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI107,5750.0
1440,MRI knee Single joint - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI106,3000.0
1441,MRI knee both joints - With contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI109,5750.0
1442,MRI knee both joints - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI108,4000.0
1443,MRI shoulder both Joints - Without contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI100,4000.0
1444,MRI whole Spine Screening- Without Contrast,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI129,2000.0
1445,MRI-Prostate (Multi-parametric) (Including CD),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI126,6900.0
1446,MSI ( Micro Satellite Instability) and MMR (Mis Match Repair),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA113,6500.0
1447,MYD88 L265 Mutation Detection Test,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA118,6760.0
1448,Macular hole surgery- Vitrectomy +membrane peeling + ILM peeling+ fluid air exchange+endolaser+ gas/silicon oil tamponade per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP090,38950.0
1449,Major OT - Service Charges - 2 to 4 Hrs,Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH415,9000.0
1450,Major OT - Service Charges - Less than 2 Hrs.,Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH414,4500.0
1451,Major OT -Service Charges - More than 4 Hrs,Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH416,18000.0
1452,Malar and/or Zygomatic arch - Closed Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP108,6000.0
1453,Malar and/or Zygomatic arch - Open Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP109,10000.0
1454,Malrotation & Volvulus of the Midgut,Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS033,40850.0
1455,Malrotation of Intestines Operation,Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS017,40850.0
1456,Malyugin Ring /pupil dilator/iris expander per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP130,10000.0
1457,Manchester/Fothergill-s operation,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG034,33250.0
1458,Mandible - Closed Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP094,6000.0
1459,Mandible - Open Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP095,10000.0
1460,Mandible Curettage (TMH - Head & Neck) (G2S6),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH034,11250.0
1461,Mandibulectomy- Hemi./Marginal/Segmental including middle 1/3rd (TMH - Head & Neck) (G4S19),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH218,22500.0
1462,Mantoux Test,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB183,200.0
1463,Manual Removal of Placenta,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG015,8740.0
1464,Mastoidectomy,ENT Procedure,TIER I,NABH,GENERAL WARD,EP012,33250.0
1465,Mastoidectomy plus Ossiculoplasty including TORP (Total Ossicular Replacement Prosthesis) or PORP (Partial Ossicular Replacement Prosthesis),ENT Procedure,TIER I,NABH,GENERAL WARD,EP039,33250.0
1466,Maxilla - Closed Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP092,6000.0
1467,Maxilla - Open Reduction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP093,10000.0
1468,Maxilla Curettage (TMH - Head & Neck) (G2S7),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH035,11250.0
1469,Maxillectomy - Median/Partial/Total/Total with exenteration (TMH - Head & Neck) (G4S20),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH219,22500.0
1470,Maxillectomy- partial with graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP106,23750.0
1471,Maxillectomy- partial without graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP107,19000.0
1472,Maxillectomy/Mandibulectomy- Total with graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP104,33250.0
1473,Maxillectomy/Mandibulectomy- Total without graft,Dental Procedure,TIER I,NABH,GENERAL WARD,DP105,28500.0
1474,Maxillofacial Prosthesis -Sal/auricular/orbital/Nasal/Palatal/facial lost/ Speech Aid,Dental Procedure,TIER I,NABH,GENERAL WARD,DP078,7000.0
1475,Meatoplasty,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU076,12730.0
1476,Meatoplasty (TMH - Genitourinary / Gynaecology) (G2S44),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH072,11250.0
1477,Meatotomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU075,8075.0
1478,Mechanical lithotripsy of CBD stones by ERCP,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG030,33250.0
1479,Mechanical lithotripsy of pancreatic stones,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG034,33250.0
1480,Meckel's Scan,Gastro and,TIER,NABH,GENERAL,GI002,3000.0
1481,Meconium Ileus Operation,Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS016,40850.0
1482,Median Nerve Decompression,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS022,40850.0
1483,Mediastinal Lymph Node Dissection (TMH - Thoracic & Paediatric) (G3S85),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH162,18000.0
1484,Mediastinal Neuroblastoma Excision (TMH - Thoracic & Paediatric) (G6S26),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH373,40500.0
1485,Mediastinal Tumor Excision (TMH - Thoracic & Paediatric) (G5S27),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH324,31500.0
1486,Mediastinoscopy (TMH - Thoracic & Paediatric) (G3S86),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH163,18000.0
1487,Medical Termination of Pregnancy (MTP) - 2nd Trimester /Suction and Evacuation/Dilatation and Curettage/Dilatation and expulsion,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG081,19000.0
1488,Medical Termination of Pregnancy (MTP)- 1st Trimester with Medicine /Manual Vacuum Aspiration /Check Curettage,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG080,13400.0
1489,Medication -intracanal medicament (only lesion cases),Dental Procedure,TIER I,NABH,GENERAL WARD,DP034,500.0
1490,Membranectomy both eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP094,15000.0
1491,Membranectomy one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP093,12000.0
1492,Meningoencephalocele excision and repair,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS016,72200.0
1493,Meningomyelocele Repair,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS017,59850.0
1494,Meniscectomy,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR097,50350.0
1495,Meniscus Repair,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR098,59850.0
1496,Mesenteric Cyst- Excision,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG047,33250.0
1497,Mesentericocaval Anastomosis,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG033,40850.0
1498,Metastatectomy (Both Lungs) (TMH - Thoracic & Paediatric) (G4S75),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH274,22500.0
1499,Metastatectomy (Single Lung) (TMH - Thoracic & Paediatric) (G3S87),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH164,18000.0
1500,Methylprednisolone Injection IV Infusion per day Excluding the cost of the drug,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP134,2500.0
1501,Micro Vascular Breast Reconstruction (TMH - Breast) (G6S57),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH403,40500.0
1502,Micro laryngoscopy Chord stripping (Laser)/Laser excision Chordectomy (TMH - Head & Neck) (G3S28),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH105,18000.0
1503,Micro-surgical Vasovasostomy /Vaso epididymal anastomosis .,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU090,26125.0
1504,Microdochectomy (TMH - Breast) (G2S48),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH076,11250.0
1505,Microincisional trabeculectomy(MIT) per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP073,23750.0
1506,Microlaryngeal Surgery,ENT Procedure,TIER I,NABH,GENERAL WARD,EP089,26125.0
1507,Microsurgical decompression for Trigeminal nerve,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS057,59850.0
1508,Microsurgical decompression for hemifacial spasm,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS058,59850.0
1509,Microvascular Reconstruction (Extremity) (TMH - Plastic & Reconstructive) (G4S89),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH288,22500.0
1510,Micturating Cystourethrography (MCU),Radiological Investigation,TIER I,NABH,GENERAL WARD,RI052,1120.0
1511,Minerva Jacket,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR015,9200.0
1512,Mini Fixator for Hand/Foot,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR127,33250.0
1513,Minor OT - Drugs/Consumables (With GA),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH413,675.0
1514,Minor OT - Drugs/Consumables (Without GA),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH412,450.0
1515,Minor OT - Service Charges,Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH410,900.0
1516,Minor Treatment to Control Habits-Fixed Appliance Therapy,Dental Procedure,TIER,NABH,GENERAL,DP074,4000.0
1517,Minor Treatment to Control Habits-Removable Appliance Therapy,Dental Procedure,TIER I,NABH,GENERAL WARD,DP073,2500.0
1518,"Minor oral surgery, cyst, granuloma, residual infection, mucocele, epulis under LA",Dental Procedure,TIER I,NABH,GENERAL WARD,DP023,2000.0
1519,Miscellaneous Profile I(1 marker),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA107,3485.0
1520,Miscellaneous profile II(2 markers),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA108,5475.0
1521,Mitral Valve - Biological,Cardiovascular And Cardiac Surgery,TIER I,NABH,GENERAL WARD,IMCV08U100,0.0
1522,Mitral Valve - Mechanical,Cardiovascular And Cardiac Surgery,TIER I,NABH,GENERAL WARD,IMCV07U100,0.0
1523,Mitral valve (MV) Repair + Aortic valve (AV) Repair / Tricuspid Valve (TV) Repair + Pulmonary valve (PV) repair,Cardiovascular And Cardiac Surgery Procedure,TIER I,NABH,GENERAL WARD,CV020,171000.0
1524,Mitral valve Replacement(MVR)/ Aortic valve Replacement (AVR)/ Tricuspid Valve Replacement (TVR) / Pulmonary valve replacement (PVR),Cardiovascular And Cardiac Surgery Procedure,TIER I,NABH,GENERAL WARD,CV019,171000.0
1525,Monosomy 5/deletion 5q,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA110,3485.0
1526,Monosomy 7/deletion 7q,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA111,3485.0
1527,More than 2 Intermediate Procedures (TMH - Breast) (G3S122),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH199,18000.0
1528,Mucous membrane grafting MMG one eyelid,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP141,19000.0
1529,Mucous membrane grafting MMG two eyelids,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP142,23750.0
1530,Multi Organ Excision (TMH - G.I. Surgery) (G5S13),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH310,31500.0
1531,Multigene NGS Germline Panel,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA114,18000.0
1532,"Multiple Extraction and Treatment Procedures for Special Children, Patients with Systemic Diseases, Patient with Special Needs Which Requires Admission and Treatment Under GA",Dental Procedure,TIER I,NABH,GENERAL WARD,DP013,6000.0
1533,Multiple Myeloma (MM) Panel,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA115,14870.0
1534,Multiple Myeloma High Risk Markers (4 Markers),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA116,5300.0
1535,Multiple Myeloma Screening Panel,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA117,8000.0
1536,Multiple Pinning Fracture Neck Femur,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR047,50350.0
1537,Multiple drugs Chemotherapy/Targeted therapy/Immunotherapy,Chemotherapy,TIER I,NABH,GENERAL WARD,CT002,2300.0
1538,Multiple hearing assessment test to Adults,ENT Investigation,TIER I,NABH,GENERAL WARD,EI006,400.0
1539,Muscle Biopsy,Biopsies,TIER I,NABH,GENERAL WARD,BY009,2500.0
1540,Muscle Group Excision (TMH - Bone & Soft Tissue) (G3S60),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH137,18000.0
1541,Muscular Stenting,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG041,50350.0
1542,Mycobacterial culture and sensitivity,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB205,550.0
1543,Myelin basic protein (MBP),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB211,3500.0
1544,Myelodysplastic Syndromes karyotyping,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA119,5545.0
1545,Myelography,Radiological Investigation,TIER I,NABH,GENERAL WARD,RI058,2500.0
1546,Myocutaneous and Fasciocutaneous Flap Procedures for Limbs,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR084,50350.0
1547,Myomectomy -laparoscopic,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG030,40850.0
1548,Myomectomy -laparotomy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG029,33250.0
1549,Myositis Profile (Up to 16 Antigens),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB313,8000.0
1550,Myringoplasty,ENT Procedure,TIER I,NABH,GENERAL WARD,EP007,26125.0
1551,Myringotomy with Grommet Insertion,ENT Procedure,TIER I,NABH,GENERAL WARD,EP009,13400.0
1552,N-terminal pro BNP (NT-pro BNP / Brain natriuretic peptide (BNP),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB243,2070.0
1553,NGS HLA Typing,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA122,10000.0
1554,NGS Platform-extended Panel >50 gene,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA123,36000.0
1555,NGS Platform-limited Panel(10 Genes),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA124,18000.0
1556,NRAS (Neuroblastoma RAS ) Gene,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA125,3500.0
1557,Nasal Packing-Posterior,ENT Procedure,TIER I,NABH,GENERAL WARD,EP045,3000.0
1558,Nasal Packing-anterior,ENT Procedure,TIER I,NABH,GENERAL WARD,EP044,2500.0
1559,Nebulization Per Session Critical Care,,TIER I,NABH,GENERAL WARD,CC012,50.0
1560,Neck Biopsy-Excisional (TMH - Head & Neck) (G1S6),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH006,4500.0
1561,Neck Dissection - Bilateral (TMH - Head & Neck) (G4S7),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH206,22500.0
1562,Neck Dissection-Functional/Modified/Supra omohyoid (TMH - Head & Neck) (G3S10),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH087,18000.0
1563,Neck Exploration (TMH - Head & Neck) (G2S8),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH036,11250.0
1564,Neoadjuvant Chemotherapy,Chemotherapy,TIER I,NABH,GENERAL WARD,CT003,2700.0
1565,Neonatal ICU charges (Per day) inclusive of incubator,Critical Care,TIER I,NABH,GENERAL WARD,CC007,5400.0
